,YearMonth,PostalCode,CustomerClass,TotalGallons
2423,2013-04-01,78744,Multi-Family,26201500
2424,2013-04-01,78744,Irrigation - Multi-Family,1199900
2425,2013-04-01,78744,Residential,48467900
2426,2013-04-01,78745,Residential,73514300
2427,2013-04-01,78745,Irrigation - Multi-Family,2170800
2428,2013-04-01,78745,Irrigation - Residential,41100
2429,2013-04-01,78745,Multi-Family,28731600
2430,2013-04-01,78746,Residential,32898900
2431,2013-04-01,78746,Irrigation - Multi-Family,688800
2432,2013-04-01,78746,Multi-Family,13736500
2433,2013-04-01,78746,Irrigation - Residential,350900
2434,2013-04-01,78747,Irrigation - Multi-Family,368200
2435,2013-04-01,78747,Irrigation - Residential,24800
2436,2013-04-01,78747,Multi-Family,7344700
2437,2013-04-01,78747,Residential,23192600
2438,2013-04-01,78748,Irrigation - Residential,11900
2439,2013-04-01,78748,Multi-Family,16050200
2440,2013-04-01,78748,Irrigation - Multi-Family,4556900
2441,2013-04-01,78748,Residential,67780700
2442,2013-04-01,78749,Residential,64474100
2443,2013-04-01,78749,Irrigation - Multi-Family,3017900
2444,2013-04-01,78749,Irrigation - Residential,43500
2445,2013-04-01,78749,Multi-Family,15925800
2446,2013-04-01,78750,Irrigation - Multi-Family,1824000
2447,2013-04-01,78750,Multi-Family,14718700
2448,2013-04-01,78750,Residential,54399000
2449,2013-04-01,78750,Irrigation - Residential,33600
2450,2013-04-01,78751,Residential,16351400
2451,2013-04-01,78751,Irrigation - Residential,81800
2452,2013-04-01,78751,Irrigation - Multi-Family,362400
2453,2013-04-01,78751,Multi-Family,12621000
2454,2013-04-01,78752,Irrigation - Multi-Family,19200
2455,2013-04-01,78752,Multi-Family,16804100
2456,2013-04-01,78752,Residential,12365900
2457,2013-04-01,78753,Irrigation - Residential,2700
2458,2013-04-01,78753,Irrigation - Multi-Family,4184800
2459,2013-04-01,78753,Multi-Family,41581400
2460,2013-04-01,78753,Residential,41603400
2461,2013-04-01,78754,Irrigation - Multi-Family,1668000
2462,2013-04-01,78754,Multi-Family,13638700
2463,2013-04-01,78754,Residential,20982800
2464,2013-04-01,78754,Irrigation - Residential,14900
2465,2013-04-01,78756,Multi-Family,6389200
2466,2013-04-01,78756,Irrigation - Multi-Family,77900
2467,2013-04-01,78756,Irrigation - Residential,56400
2468,2013-04-01,78756,Residential,11884900
2469,2013-04-01,78757,Irrigation - Multi-Family,171600
2470,2013-04-01,78757,Residential,35644000
2471,2013-04-01,78757,Multi-Family,14817200
2472,2013-04-01,78757,Irrigation - Residential,41200
2473,2013-04-01,78758,Irrigation - Multi-Family,2185100
2474,2013-04-01,78758,Multi-Family,48256500
2475,2013-04-01,78758,Irrigation - Residential,11000
2476,2013-04-01,78758,Residential,42063500
2477,2013-04-01,78759,Residential,67451600
2478,2013-04-01,78759,Irrigation - Multi-Family,970700
2479,2013-04-01,78759,Irrigation - Residential,88900
2480,2013-04-01,78759,Multi-Family,33284700
2481,2013-05-01,78613,Irrigation - Multi-Family,69000
2482,2013-05-01,78613,Multi-Family,57700
2483,2013-05-01,78617,Multi-Family,2527000
2484,2013-05-01,78617,Residential,19776000
2485,2013-05-01,78617,Irrigation - Residential,4500
2486,2013-05-01,78652,Irrigation - Residential,45300
2487,2013-05-01,78652,Multi-Family,17200
2488,2013-05-01,78652,Residential,811900
2489,2013-05-01,78653,Residential,2124200
2490,2013-05-01,78653,Multi-Family,189300
2491,2013-05-01,78660,Irrigation - Residential,8800
2492,2013-05-01,78660,Multi-Family,3354400
2493,2013-05-01,78660,Residential,8491300
2494,2013-05-01,78701,Multi-Family,13289700
2495,2013-05-01,78701,Residential,1219600
2496,2013-05-01,78701,Irrigation - Multi-Family,206900
2497,2013-05-01,78702,Residential,27673100
2498,2013-05-01,78702,Irrigation - Multi-Family,805900
2499,2013-05-01,78702,Irrigation - Residential,27800
2500,2013-05-01,78702,Multi-Family,9459400
2501,2013-05-01,78703,Multi-Family,14113400
2502,2013-05-01,78703,Irrigation - Residential,1338800
2503,2013-05-01,78703,Residential,57419400
2504,2013-05-01,78703,Irrigation - Multi-Family,595700
2505,2013-05-01,78704,Residential,48425400
2506,2013-05-01,78704,Irrigation - Multi-Family,2020300
2507,2013-05-01,78704,Irrigation - Residential,193000
2508,2013-05-01,78704,Multi-Family,48126100
2509,2013-05-01,78705,Irrigation - Multi-Family,247900
2510,2013-05-01,78705,Irrigation - Residential,73100
2511,2013-05-01,78705,Residential,10909900
2512,2013-05-01,78705,Multi-Family,34673100
2513,2013-05-01,78717,Irrigation - Multi-Family,3864100
2514,2013-05-01,78717,Residential,39395900
2515,2013-05-01,78717,Irrigation - Residential,22800
2516,2013-05-01,78717,Multi-Family,7456700
2517,2013-05-01,78719,Residential,1554500
2518,2013-05-01,78719,Multi-Family,468600
2519,2013-05-01,78721,Residential,15194600
2520,2013-05-01,78721,Irrigation - Multi-Family,27000
2521,2013-05-01,78721,Multi-Family,4460600
2522,2013-05-01,78721,Irrigation - Residential,5000
2523,2013-05-01,78722,Irrigation - Multi-Family,201400
2524,2013-05-01,78722,Multi-Family,2566900
2525,2013-05-01,78722,Residential,9913900
2526,2013-05-01,78723,Multi-Family,22098900
2527,2013-05-01,78723,Irrigation - Multi-Family,275100
2528,2013-05-01,78723,Residential,36500200
2529,2013-05-01,78724,Irrigation - Multi-Family,659700
2530,2013-05-01,78724,Multi-Family,12301000
2531,2013-05-01,78724,Residential,20860200
2532,2013-05-01,78724,Irrigation - Residential,21200
2533,2013-05-01,78725,Multi-Family,379500
2534,2013-05-01,78725,Residential,2340200
2535,2013-05-01,78726,Irrigation - Multi-Family,5616400
2536,2013-05-01,78726,Irrigation - Residential,31600
2537,2013-05-01,78726,Multi-Family,11097700
2538,2013-05-01,78726,Residential,20750700
2539,2013-05-01,78727,Irrigation - Multi-Family,5277400
2540,2013-05-01,78727,Residential,44262500
2541,2013-05-01,78727,Irrigation - Residential,2200
2542,2013-05-01,78727,Multi-Family,20954900
2543,2013-05-01,78728,Residential,4836200
2544,2013-05-01,78728,Irrigation - Multi-Family,934500
2545,2013-05-01,78728,Multi-Family,7159300
2546,2013-05-01,78729,Residential,24439700
2547,2013-05-01,78729,Irrigation - Multi-Family,2952600
2548,2013-05-01,78729,Multi-Family,22498200
2549,2013-05-01,78729,Irrigation - Residential,11600
2550,2013-05-01,78730,Irrigation - Multi-Family,529000
2551,2013-05-01,78730,Irrigation - Residential,120000
2552,2013-05-01,78730,Multi-Family,4189900
2553,2013-05-01,78730,Residential,18211500
2554,2013-05-01,78731,Irrigation - Multi-Family,708500
2555,2013-05-01,78731,Residential,73401800
2556,2013-05-01,78731,Irrigation - Residential,609400
2557,2013-05-01,78731,Multi-Family,19938100
2558,2013-05-01,78732,Residential,6400
2559,2013-05-01,78733,Residential,42000
2560,2013-05-01,78735,Multi-Family,9892400
2561,2013-05-01,78735,Irrigation - Multi-Family,2892600
2562,2013-05-01,78735,Residential,23689700
2563,2013-05-01,78736,Irrigation - Multi-Family,322700
2564,2013-05-01,78736,Multi-Family,3069600
2565,2013-05-01,78736,Irrigation - Residential,15200
2566,2013-05-01,78736,Residential,13990500
2567,2013-05-01,78737,Irrigation - Residential,13800
2568,2013-05-01,78737,Residential,7318000
2569,2013-05-01,78738,Residential,8500
2570,2013-05-01,78739,Residential,48148600
2571,2013-05-01,78741,Multi-Family,80171600
2572,2013-05-01,78741,Residential,19296300
2573,2013-05-01,78741,Irrigation - Residential,9800
2574,2013-05-01,78741,Irrigation - Multi-Family,3874400
2575,2013-05-01,78742,Residential,592500
2576,2013-05-01,78742,Multi-Family,865000
2577,2013-05-01,78744,Irrigation - Residential,1000
2578,2013-05-01,78744,Multi-Family,26045300
2579,2013-05-01,78744,Irrigation - Multi-Family,1511200
2580,2013-05-01,78744,Residential,51637300
2581,2013-05-01,78745,Multi-Family,30580400
2582,2013-05-01,78745,Residential,77825400
2583,2013-05-01,78745,Irrigation - Residential,36900
2584,2013-05-01,78745,Irrigation - Multi-Family,2490900
2585,2013-05-01,78746,Multi-Family,13399000
2586,2013-05-01,78746,Residential,37863500
2587,2013-05-01,78746,Irrigation - Residential,449800
2588,2013-05-01,78746,Irrigation - Multi-Family,1021100
2589,2013-05-01,78747,Irrigation - Multi-Family,857000
2590,2013-05-01,78747,Multi-Family,7881600
2591,2013-05-01,78747,Residential,25685800
2592,2013-05-01,78747,Irrigation - Residential,0
2593,2013-05-01,78748,Irrigation - Multi-Family,6757400
2594,2013-05-01,78748,Multi-Family,17605900
2595,2013-05-01,78748,Irrigation - Residential,11900
2596,2013-05-01,78748,Residential,74184900
2597,2013-05-01,78749,Irrigation - Residential,40700
2598,2013-05-01,78749,Residential,70944800
2599,2013-05-01,78749,Irrigation - Multi-Family,3192500
2600,2013-05-01,78749,Multi-Family,16981000
2601,2013-05-01,78750,Irrigation - Multi-Family,2012700
2602,2013-05-01,78750,Residential,60510400
2603,2013-05-01,78750,Multi-Family,15532500
2604,2013-05-01,78750,Irrigation - Residential,24000
2605,2013-05-01,78751,Multi-Family,13460600
2606,2013-05-01,78751,Irrigation - Residential,97600
2607,2013-05-01,78751,Irrigation - Multi-Family,602300
2608,2013-05-01,78751,Residential,17367000
2609,2013-05-01,78752,Residential,13430100
2610,2013-05-01,78752,Irrigation - Multi-Family,76400
2611,2013-05-01,78752,Multi-Family,19283900
2612,2013-05-01,78753,Irrigation - Multi-Family,4770700
2613,2013-05-01,78753,Irrigation - Residential,7400
2614,2013-05-01,78753,Multi-Family,46644700
2615,2013-05-01,78753,Residential,45116800
2616,2013-05-01,78754,Irrigation - Multi-Family,1926600
2617,2013-05-01,78754,Multi-Family,14258700
2618,2013-05-01,78754,Irrigation - Residential,3000
2619,2013-05-01,78754,Residential,22206400
2620,2013-05-01,78756,Irrigation - Multi-Family,195200
2621,2013-05-01,78756,Multi-Family,6608900
2622,2013-05-01,78756,Residential,12994600
2623,2013-05-01,78756,Irrigation - Residential,53200
2624,2013-05-01,78757,Residential,38624000
2625,2013-05-01,78757,Irrigation - Residential,51600
2626,2013-05-01,78757,Multi-Family,14896700
2627,2013-05-01,78757,Irrigation - Multi-Family,430600
2628,2013-05-01,78758,Residential,45198700
2629,2013-05-01,78758,Multi-Family,50337600
2630,2013-05-01,78758,Irrigation - Multi-Family,3161100
2631,2013-05-01,78758,Irrigation - Residential,20900
2632,2013-05-01,78759,Irrigation - Residential,88900
2633,2013-05-01,78759,Multi-Family,35057800
2634,2013-05-01,78759,Residential,74091300
2635,2013-05-01,78759,Irrigation - Multi-Family,1253700
2636,2013-06-01,78613,Multi-Family,109100
2637,2013-06-01,78613,Irrigation - Multi-Family,51000
2638,2013-06-01,78617,Irrigation - Residential,5600
2639,2013-06-01,78617,Residential,21253100
2640,2013-06-01,78617,Multi-Family,2904600
2641,2013-06-01,78652,Multi-Family,11500
2642,2013-06-01,78652,Residential,841200
2643,2013-06-01,78652,Irrigation - Residential,62000
2644,2013-06-01,78653,Multi-Family,216700
2645,2013-06-01,78653,Residential,2254800
2646,2013-06-01,78660,Multi-Family,3443900
2647,2013-06-01,78660,Irrigation - Residential,9000
2648,2013-06-01,78660,Residential,8427900
2649,2013-06-01,78701,Irrigation - Multi-Family,271100
2650,2013-06-01,78701,Multi-Family,13304700
2651,2013-06-01,78701,Residential,1186300
2652,2013-06-01,78702,Multi-Family,9396700
2653,2013-06-01,78702,Irrigation - Multi-Family,859200
2654,2013-06-01,78702,Residential,28293000
2655,2013-06-01,78702,Irrigation - Residential,30200
2656,2013-06-01,78703,Irrigation - Multi-Family,655400
2657,2013-06-01,78703,Residential,59800700
2658,2013-06-01,78703,Irrigation - Residential,1314600
2659,2013-06-01,78703,Multi-Family,13824600
2660,2013-06-01,78704,Irrigation - Multi-Family,2327900
2661,2013-06-01,78704,Irrigation - Residential,158000
2662,2013-06-01,78704,Residential,51138100
2663,2013-06-01,78704,Multi-Family,47386600
2664,2013-06-01,78705,Multi-Family,28181400
2665,2013-06-01,78705,Irrigation - Residential,96400
2666,2013-06-01,78705,Residential,10053700
2667,2013-06-01,78705,Irrigation - Multi-Family,252300
2668,2013-06-01,78717,Irrigation - Residential,30400
2669,2013-06-01,78717,Multi-Family,7529300
2670,2013-06-01,78717,Residential,39750500
2671,2013-06-01,78717,Irrigation - Multi-Family,5255300
2672,2013-06-01,78719,Residential,1713600
2673,2013-06-01,78719,Multi-Family,529700
2674,2013-06-01,78721,Irrigation - Residential,4500
2675,2013-06-01,78721,Multi-Family,5100900
2676,2013-06-01,78721,Irrigation - Multi-Family,129000
2677,2013-06-01,78721,Residential,16297500
2678,2013-06-01,78722,Multi-Family,2894000
2679,2013-06-01,78722,Residential,10207100
2680,2013-06-01,78722,Irrigation - Multi-Family,128000
2681,2013-06-01,78723,Multi-Family,22471900
2682,2013-06-01,78723,Irrigation - Multi-Family,277200
2683,2013-06-01,78723,Residential,38421400
2684,2013-06-01,78724,Irrigation - Multi-Family,1162200
2685,2013-06-01,78724,Multi-Family,12552000
2686,2013-06-01,78724,Residential,21783600
2687,2013-06-01,78724,Irrigation - Residential,45300
2688,2013-06-01,78725,Multi-Family,243600
2689,2013-06-01,78725,Residential,2534500
2690,2013-06-01,78726,Irrigation - Residential,40800
2691,2013-06-01,78726,Irrigation - Multi-Family,6298000
2692,2013-06-01,78726,Residential,21277800
2693,2013-06-01,78726,Multi-Family,11972600
2694,2013-06-01,78727,Multi-Family,20206900
2695,2013-06-01,78727,Residential,45593200
2696,2013-06-01,78727,Irrigation - Multi-Family,6175900
2697,2013-06-01,78727,Irrigation - Residential,10900
2698,2013-06-01,78728,Irrigation - Multi-Family,1066000
2699,2013-06-01,78728,Multi-Family,7444800
2700,2013-06-01,78728,Residential,4964100
2701,2013-06-01,78729,Multi-Family,22345100
2702,2013-06-01,78729,Residential,26656800
2703,2013-06-01,78729,Irrigation - Residential,23500
2704,2013-06-01,78729,Irrigation - Multi-Family,3350300
2705,2013-06-01,78730,Residential,16378200
2706,2013-06-01,78730,Multi-Family,5138500
2707,2013-06-01,78730,Irrigation - Multi-Family,616300
2708,2013-06-01,78730,Irrigation - Residential,125300
2709,2013-06-01,78731,Residential,74291200
2710,2013-06-01,78731,Irrigation - Multi-Family,950200
2711,2013-06-01,78731,Irrigation - Residential,575500
2712,2013-06-01,78731,Multi-Family,18504800
2713,2013-06-01,78732,Residential,6700
2714,2013-06-01,78733,Residential,42300
2715,2013-06-01,78735,Multi-Family,10810800
2716,2013-06-01,78735,Irrigation - Multi-Family,2673800
2717,2013-06-01,78735,Residential,26017400
2718,2013-06-01,78736,Irrigation - Multi-Family,371300
2719,2013-06-01,78736,Irrigation - Residential,20400
2720,2013-06-01,78736,Residential,15884700
2721,2013-06-01,78736,Multi-Family,2139600
2722,2013-06-01,78737,Residential,9611900
2723,2013-06-01,78737,Irrigation - Residential,11600
2724,2013-06-01,78738,Residential,8200
2725,2013-06-01,78739,Residential,56128000
2726,2013-06-01,78741,Multi-Family,89898300
2727,2013-06-01,78741,Residential,18732000
2728,2013-06-01,78741,Irrigation - Residential,7900
2729,2013-06-01,78741,Irrigation - Multi-Family,2629300
2730,2013-06-01,78742,Multi-Family,810300
2731,2013-06-01,78742,Residential,571600
2732,2013-06-01,78744,Residential,55135000
2733,2013-06-01,78744,Multi-Family,26473900
2734,2013-06-01,78744,Irrigation - Residential,2500
2735,2013-06-01,78744,Irrigation - Multi-Family,1361000
2736,2013-06-01,78745,Irrigation - Residential,56900
2737,2013-06-01,78745,Residential,82845200
2738,2013-06-01,78745,Irrigation - Multi-Family,2689600
2739,2013-06-01,78745,Multi-Family,29314900
2740,2013-06-01,78746,Residential,40571200
2741,2013-06-01,78746,Irrigation - Residential,489600
2742,2013-06-01,78746,Irrigation - Multi-Family,1226200
2743,2013-06-01,78746,Multi-Family,13121500
2744,2013-06-01,78747,Multi-Family,8181300
2745,2013-06-01,78747,Irrigation - Multi-Family,522600
2746,2013-06-01,78747,Irrigation - Residential,0
2747,2013-06-01,78747,Residential,27516500
2748,2013-06-01,78748,Irrigation - Multi-Family,8063900
2749,2013-06-01,78748,Residential,78539800
2750,2013-06-01,78748,Irrigation - Residential,28900
2751,2013-06-01,78748,Multi-Family,18593200
2752,2013-06-01,78749,Irrigation - Multi-Family,4390200
2753,2013-06-01,78749,Irrigation - Residential,66400
2754,2013-06-01,78749,Multi-Family,16824900
2755,2013-06-01,78749,Residential,81700800
2756,2013-06-01,78750,Multi-Family,15334400
2757,2013-06-01,78750,Residential,66137600
2758,2013-06-01,78750,Irrigation - Residential,22500
2759,2013-06-01,78750,Irrigation - Multi-Family,1998000
2760,2013-06-01,78751,Irrigation - Residential,81700
2761,2013-06-01,78751,Residential,17397600
2762,2013-06-01,78751,Multi-Family,12221200
2763,2013-06-01,78751,Irrigation - Multi-Family,511400
2764,2013-06-01,78752,Residential,13914200
2765,2013-06-01,78752,Irrigation - Multi-Family,106400
2766,2013-06-01,78752,Multi-Family,17633500
2767,2013-06-01,78753,Irrigation - Residential,8200
2768,2013-06-01,78753,Residential,47665000
2769,2013-06-01,78753,Irrigation - Multi-Family,5440000
2770,2013-06-01,78753,Multi-Family,46462600
2771,2013-06-01,78754,Irrigation - Residential,4800
2772,2013-06-01,78754,Residential,23217800
2773,2013-06-01,78754,Irrigation - Multi-Family,2229600
2774,2013-06-01,78754,Multi-Family,15767500
2775,2013-06-01,78756,Irrigation - Residential,54000
2776,2013-06-01,78756,Multi-Family,6973700
2777,2013-06-01,78756,Irrigation - Multi-Family,261300
2778,2013-06-01,78756,Residential,13227200
2779,2013-06-01,78757,Irrigation - Residential,48200
2780,2013-06-01,78757,Multi-Family,15358600
2781,2013-06-01,78757,Irrigation - Multi-Family,421600
2782,2013-06-01,78757,Residential,38240800
2783,2013-06-01,78758,Irrigation - Residential,32400
2784,2013-06-01,78758,Multi-Family,53409300
2785,2013-06-01,78758,Irrigation - Multi-Family,3248700
2786,2013-06-01,78758,Residential,46274400
2787,2013-06-01,78759,Irrigation - Multi-Family,876900
2788,2013-06-01,78759,Residential,80435900
2789,2013-06-01,78759,Multi-Family,34264200
2790,2013-06-01,78759,Irrigation - Residential,98800
2791,2013-07-01,78613,Irrigation - Multi-Family,71000
2792,2013-07-01,78613,Multi-Family,433000
2793,2013-07-01,78617,Multi-Family,3211800
2794,2013-07-01,78617,Irrigation - Residential,10200
2795,2013-07-01,78617,Residential,22912200
2796,2013-07-01,78652,Residential,965500
2797,2013-07-01,78652,Irrigation - Residential,61800
2798,2013-07-01,78652,Multi-Family,20000
